gene_symbol,editor_system,sample,raw_count,cell_type,source_file
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,8.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,4.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,4.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,20.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,4.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,8.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,2.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,8.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,5.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,4.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,36.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,43.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,68.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,13.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,23.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,22.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,26.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,25.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,18.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,246.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,318.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,314.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,75.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,130.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,87.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,90.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,125.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,100.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,60.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,83.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,90.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,30.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,27.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,16.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,33.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,20.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,51.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,57.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,72.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,24.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,19.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,26.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,36.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,22.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r1,57.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r2,59.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,WT_VP64_nt_r3,69.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r1,9.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r2,18.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_mat1_r3,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r1,15.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r2,21.0,neuron,GSE285305_VP64-featurecounts.csv.gz
ATP10A,dCas9-VP64,PWS_VP64_nt_r3,18.0,neuron,GSE285305_VP64-featurecounts.csv.gz
